DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter416,Clotrimazole,DDInter732,Fexofenadine,Minor
DDInter732,Fexofenadine,DDInter1112,Magaldrate,Moderate
DDInter732,Fexofenadine,DDInter1113,Magnesium carbonate,Moderate
DDInter128,Astemizole,DDInter734,Fidaxomicin,Minor
DDInter192,Bepridil,DDInter734,Fidaxomicin,Minor
DDInter734,Fidaxomicin,DDInter193,Berotralstat,Major
DDInter734,Fidaxomicin,DDInter206,Bifidobacterium longum infantis,Moderate
DDInter221,Boceprevir,DDInter734,Fidaxomicin,Minor
DDInter741,Flibanserin,DDInter734,Fidaxomicin,Minor
DDInter734,Fidaxomicin,DDInter785,Fostamatinib,Moderate
DDInter734,Fidaxomicin,DDInter817,Gilteritinib,Moderate
DDInter734,Fidaxomicin,DDInter822,Glasdegib,Minor
DDInter734,Fidaxomicin,DDInter899,Ibrutinib,Moderate
DDInter734,Fidaxomicin,DDInter1017,Lactobacillus acidophilus,Moderate
DDInter1085,Lomitapide,DDInter734,Fidaxomicin,Minor
DDInter1556,Quinidine,DDInter734,Fidaxomicin,Minor
DDInter734,Fidaxomicin,DDInter1577,Relugolix,Major
DDInter1755,Telaprevir,DDInter734,Fidaxomicin,Minor
DDInter734,Fidaxomicin,DDInter1882,Troleandomycin,Minor
DDInter734,Fidaxomicin,DDInter1894,Typhoid vaccine (live),Major
DDInter385,Cisapride,DDInter737,Fingolimod,Major
DDInter840,Granisetron,DDInter737,Fingolimod,Major
DDInter1389,Papaverine,DDInter737,Fingolimod,Major
DDInter1513,Prednisolone,DDInter737,Fingolimod,Major
DDInter1569,Ranitidine (bismuth citrate),DDInter737,Fingolimod,Moderate
DDInter835,Glycopyrronium (topical),DDInter738,Flavoxate,Moderate
DDInter1245,Morphine (liposomal),DDInter738,Flavoxate,Moderate
DDInter738,Flavoxate,DDInter1344,Opium,Moderate
DDInter1665,Sibutramine,DDInter738,Flavoxate,Moderate
DDInter740,Flecainide,DDInter307,Castor oil,Moderate
DDInter385,Cisapride,DDInter740,Flecainide,Major
DDInter740,Flecainide,DDInter832,Glycerin,Moderate
DDInter740,Flecainide,DDInter833,Glycerol phenylbutyrate,Moderate
DDInter840,Granisetron,DDInter740,Flecainide,Moderate
DDInter740,Flecainide,DDInter1115,Magnesium citrate,Moderate
DDInter740,Flecainide,DDInter1118,Magnesium hydroxide,Moderate
DDInter740,Flecainide,DDInter1223,Mineral oil,Moderate
DDInter1389,Papaverine,DDInter740,Flecainide,Major
DDInter740,Flecainide,DDInter1443,Phenolphthalein,Moderate
DDInter416,Clotrimazole,DDInter741,Flibanserin,Moderate
DDInter1245,Morphine (liposomal),DDInter741,Flibanserin,Moderate
DDInter741,Flibanserin,DDInter1344,Opium,Moderate
DDInter1665,Sibutramine,DDInter741,Flibanserin,Moderate
DDInter1881,Troglitazone,DDInter741,Flibanserin,Moderate
DDInter16,Acetohexamide,DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter867,Human adenovirus e serotype 4 strain cl-68578 antigen,Moderate
DDInter1513,Prednisolone,DDInter58,Aluminum hydroxide,Minor
DDInter1513,Prednisolone,DDInter61,Ambenonium,Moderate
DDInter1513,Prednisolone,DDInter74,Aminophylline,Moderate
DDInter86,Amphotericin B (cholesteryl sulfate),DDInter1513,Prednisolone,Moderate
DDInter88,Amphotericin B (liposomal),DDInter1513,Prednisolone,Moderate
DDInter90,Amprenavir,DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter98,Anisindione,Moderate
DDInter1513,Prednisolone,DDInter160,Bacillus calmette-guerin substrain tice live antigen,Major
DDInter179,Bendroflumethiazide,DDInter1513,Prednisolone,Moderate
DDInter188,Benzthiazide,DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter193,Berotralstat,Moderate
DDInter1513,Prednisolone,DDInter206,Bifidobacterium longum infantis,Moderate
DDInter1513,Prednisolone,DDInter221,Boceprevir,Moderate
DDInter1513,Prednisolone,DDInter232,Brexucabtagene autoleucel,Major
DDInter1513,Prednisolone,DDInter241,Bromfenac,Moderate
DDInter256,Butabarbital,DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter271,Calcium carbonate,Minor
DDInter1513,Prednisolone,DDInter282,Candida albicans,Moderate
DDInter303,Carteolol,DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter787,Frangula purshiana bark,Moderate
DDInter1513,Prednisolone,DDInter307,Castor oil,Moderate
DDInter1513,Prednisolone,DDInter1931,Vibrio cholerae CVD 103-HgR strain live antigen,Moderate
DDInter383,Cinoxacin,DDInter1513,Prednisolone,Major
DDInter1513,Prednisolone,DDInter428,Coccidioides immitis spherule,Moderate
DDInter1513,Prednisolone,DDInter502,Deserpidine,Moderate
DDInter542,Dicoumarol,DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter545,Dienestrol (topical),Moderate
DDInter548,Diethylstilbestrol,DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter551,Diflunisal,Moderate
DDInter1513,Prednisolone,DDInter553,Digitoxin,Moderate
DDInter1513,Prednisolone,DDInter590,Doxacurium,Moderate
DDInter1513,Prednisolone,DDInter614,Echinacea,Minor
DDInter623,Efalizumab,DDInter1513,Prednisolone,Moderate
DDInter644,Enoxacin,DDInter1513,Prednisolone,Major
DDInter682,Estrone,DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter684,Estrone sulfate (topical),Moderate
DDInter743,Fluconazole,DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter759,Fluoxymesterone,Moderate
DDInter760,Fluphenazine,DDInter1513,Prednisolone,Moderate
DDInter763,Flurbiprofen,DDInter1513,Prednisolone,Moderate
DDInter770,Fluvoxamine,DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter777,Fosamprenavir,Moderate
DDInter1513,Prednisolone,DDInter778,Fosaprepitant,Moderate
DDInter779,Foscarnet,DDInter1513,Prednisolone,Moderate
DDInter781,Fosinopril,DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter783,Fosphenytoin,Moderate
DDInter1513,Prednisolone,DDInter785,Fostamatinib,Moderate
DDInter790,Furosemide,DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter803,Gallium chloride Ga-67,Moderate
DDInter1513,Prednisolone,DDInter809,Gatifloxacin,Major
DDInter1513,Prednisolone,DDInter813,Gemifloxacin,Major
DDInter1513,Prednisolone,DDInter826,Glipizide,Moderate
DDInter1513,Prednisolone,DDInter831,Glyburide,Moderate
DDInter1513,Prednisolone,DDInter832,Glycerin,Moderate
DDInter1513,Prednisolone,DDInter833,Glycerol phenylbutyrate,Moderate
DDInter1513,Prednisolone,DDInter837,Golimumab,Major
DDInter842,Grepafloxacin,DDInter1513,Prednisolone,Major
DDInter844,Guanabenz,DDInter1513,Prednisolone,Moderate
DDInter845,Guanadrel,DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter846,Guanethidine,Moderate
DDInter1513,Prednisolone,DDInter847,Guanfacine,Moderate
DDInter1513,Prednisolone,DDInter858,Hepatitis A Vaccine,Moderate
DDInter1513,Prednisolone,DDInter875,Human papillomavirus type 11 L1 capsid protein antigen,Moderate
DDInter889,Hydroflumethiazide,DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter905,Idelalisib,Moderate
DDInter909,Imatinib,DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter915,Indacaterol,Minor
DDInter916,Indapamide,DDInter1513,Prednisolone,Moderate
DDInter917,Indinavir,DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter918,Indium In-111 oxyquinoline,Moderate
DDInter921,Indomethacin,DDInter1513,Prednisolone,Moderate
DDInter923,Infliximab,DDInter1513,Prednisolone,Major
DDInter1513,Prednisolone,DDInter924,Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated),Moderate
DDInter1513,Prednisolone,DDInter925,Influenza A virus A/Vietnam/1194/2004 (H5N1) antigen (formaldehyde inactivated),Moderate
DDInter934,Insulin human,DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter940,Insulin lispro,DDInter1513,Prednisolone,Moderate
DDInter941,Insulin lispro (protamine),DDInter1513,Prednisolone,Moderate
DDInter939,Insulin human (zinc),DDInter1513,Prednisolone,Moderate
DDInter938,Insulin human (zinc extended),DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter972,Irbesartan,Moderate
DDInter982,Isoetharine,DDInter1513,Prednisolone,Minor
DDInter1513,Prednisolone,DDInter986,Isoniazid,Minor
DDInter1513,Prednisolone,DDInter1017,Lactobacillus acidophilus,Moderate
DDInter1513,Prednisolone,DDInter1065,Licorice,Moderate
DDInter1513,Prednisolone,DDInter1084,Lomefloxacin,Major
DDInter1513,Prednisolone,DDInter1087,Lonafarnib,Moderate
DDInter1109,Lyme disease vaccine (recombinant OspA),DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter1112,Magaldrate,Minor
DDInter1513,Prednisolone,DDInter1115,Magnesium citrate,Moderate
DDInter1513,Prednisolone,DDInter1119,Magnesium oxide,Minor
DDInter1513,Prednisolone,DDInter1135,Meclofenamic acid,Moderate
DDInter1152,Mephenytoin,DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter1198,Metocurine,Moderate
DDInter1513,Prednisolone,DDInter1223,Mineral oil,Moderate
DDInter1513,Prednisolone,DDInter1248,Mumps virus strain B level jeryl lynn live antigen,Major
DDInter1259,Nalidixic acid,DDInter1513,Prednisolone,Major
DDInter1513,Prednisolone,DDInter1385,Pancuronium,Moderate
DDInter1513,Prednisolone,DDInter1417,Penbutolol,Moderate
DDInter1513,Prednisolone,DDInter1443,Phenolphthalein,Moderate
DDInter1451,Phenylbutazone,DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter1473,Pipecuronium,Moderate
DDInter1513,Prednisolone,DDInter1490,Polythiazide,Moderate
DDInter1513,Prednisolone,DDInter1555,Quinestrol,Moderate
DDInter1513,Prednisolone,DDInter1560,Racepinephrine,Minor
DDInter1513,Prednisolone,DDInter1571,Rapacuronium,Moderate
DDInter1582,Reserpine,DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter1606,Ritodrine,Minor
DDInter1613,Rofecoxib,DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter1625,Rubella virus vaccine,Major
DDInter1513,Prednisolone,DDInter1436,Pfizer-BioNTech Covid-19 Vaccine,Moderate
DDInter1513,Prednisolone,DDInter1680,"Smallpox (Vaccinia) Vaccine, Live",Major
DDInter1513,Prednisolone,DDInter953,Iodide I-123,Moderate
DDInter1513,Prednisolone,DDInter1633,Salicylic acid (sodium),Moderate
DDInter1513,Prednisolone,DDInter1698,Somapacitan,Moderate
DDInter1513,Prednisolone,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter1705,Sparfloxacin,Major
DDInter1513,Prednisolone,DDInter1709,Stanozolol,Moderate
DDInter1513,Prednisolone,DDInter1755,Telaprevir,Moderate
DDInter1513,Prednisolone,DDInter1769,Terbutaline,Minor
DDInter1776,Testosterone (topical),DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter1828,Tolbutamide,Moderate
DDInter1831,Tolmetin,DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter1861,Trichlormethiazide,Moderate
DDInter1513,Prednisolone,DDInter1862,Trichophyton mentagrophytes,Moderate
DDInter1513,Prednisolone,DDInter1872,Trimethaphan,Moderate
DDInter1881,Troglitazone,DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter1882,Troleandomycin,Moderate
DDInter1887,Trovafloxacin,DDInter1513,Prednisolone,Major
DDInter1513,Prednisolone,DDInter1890,Tubocurarine,Moderate
DDInter1513,Prednisolone,DDInter1893,Typhoid vaccine (inactivated),Moderate
DDInter1513,Prednisolone,DDInter1894,Typhoid vaccine (live),Major
DDInter1910,Valdecoxib,DDInter1513,Prednisolone,Moderate
DDInter1513,Prednisolone,DDInter1922,Vecuronium,Moderate
DDInter1943,Vitamin E,DDInter1513,Prednisolone,Minor
DDInter1513,Prednisolone,DDInter1964,Zinc chloride,Minor
DDInter1513,Prednisolone,DDInter1965,Zinc gluconate,Minor
DDInter743,Fluconazole,DDInter16,Acetohexamide,Major
DDInter743,Fluconazole,DDInter86,Amphotericin B (cholesteryl sulfate),Minor
DDInter743,Fluconazole,DDInter88,Amphotericin B (liposomal),Minor
DDInter743,Fluconazole,DDInter307,Castor oil,Moderate
DDInter743,Fluconazole,DDInter385,Cisapride,Major
DDInter743,Fluconazole,DDInter826,Glipizide,Major
DDInter743,Fluconazole,DDInter831,Glyburide,Major
DDInter743,Fluconazole,DDInter832,Glycerin,Moderate
DDInter743,Fluconazole,DDInter840,Granisetron,Moderate
DDInter743,Fluconazole,DDInter1115,Magnesium citrate,Moderate
DDInter743,Fluconazole,DDInter1118,Magnesium hydroxide,Moderate
DDInter743,Fluconazole,DDInter1223,Mineral oil,Moderate
DDInter743,Fluconazole,DDInter1389,Papaverine,Major
DDInter743,Fluconazole,DDInter1443,Phenolphthalein,Moderate
DDInter743,Fluconazole,DDInter1665,Sibutramine,Minor
DDInter743,Fluconazole,DDInter1828,Tolbutamide,Major
DDInter86,Amphotericin B (cholesteryl sulfate),DDInter744,Flucytosine,Moderate
DDInter88,Amphotericin B (liposomal),DDInter744,Flucytosine,Moderate
DDInter1489,Polymyxin B,DDInter744,Flucytosine,Moderate
DDInter1713,Streptomycin,DDInter744,Flucytosine,Moderate
DDInter16,Acetohexamide,DDInter747,Fludrocortisone,Moderate
DDInter747,Fludrocortisone,DDInter58,Aluminum hydroxide,Minor
DDInter86,Amphotericin B (cholesteryl sulfate),DDInter747,Fludrocortisone,Moderate
DDInter88,Amphotericin B (liposomal),DDInter747,Fludrocortisone,Moderate
DDInter747,Fludrocortisone,DDInter271,Calcium carbonate,Minor
DDInter747,Fludrocortisone,DDInter307,Castor oil,Moderate
DDInter747,Fludrocortisone,DDInter826,Glipizide,Moderate
DDInter747,Fludrocortisone,DDInter831,Glyburide,Moderate
DDInter747,Fludrocortisone,DDInter832,Glycerin,Moderate
DDInter747,Fludrocortisone,DDInter833,Glycerol phenylbutyrate,Moderate
DDInter934,Insulin human,DDInter747,Fludrocortisone,Moderate
DDInter747,Fludrocortisone,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter940,Insulin lispro,DDInter747,Fludrocortisone,Moderate
DDInter941,Insulin lispro (protamine),DDInter747,Fludrocortisone,Moderate
DDInter939,Insulin human (zinc),DDInter747,Fludrocortisone,Moderate
DDInter938,Insulin human (zinc extended),DDInter747,Fludrocortisone,Moderate
DDInter747,Fludrocortisone,DDInter1112,Magaldrate,Minor
DDInter747,Fludrocortisone,DDInter1115,Magnesium citrate,Moderate
DDInter747,Fludrocortisone,DDInter1119,Magnesium oxide,Minor
DDInter747,Fludrocortisone,DDInter1223,Mineral oil,Moderate
DDInter747,Fludrocortisone,DDInter1443,Phenolphthalein,Moderate
DDInter747,Fludrocortisone,DDInter1709,Stanozolol,Moderate
DDInter747,Fludrocortisone,DDInter1828,Tolbutamide,Moderate
DDInter1881,Troglitazone,DDInter747,Fludrocortisone,Moderate
DDInter16,Acetohexamide,DDInter753,Fluocinonide (topical),Minor
DDInter825,Glimepiride,DDInter753,Fluocinonide (topical),Minor
DDInter753,Fluocinonide (topical),DDInter826,Glipizide,Minor
DDInter831,Glyburide,DDInter753,Fluocinonide (topical),Minor
DDInter934,Insulin human,DDInter753,Fluocinonide (topical),Minor
DDInter753,Fluocinonide (topical),DDInter928,Insulin aspart (aspart protamine),Minor
DDInter940,Insulin lispro,DDInter753,Fluocinonide (topical),Minor
DDInter941,Insulin lispro (protamine),DDInter753,Fluocinonide (topical),Minor
DDInter939,Insulin human (zinc),DDInter753,Fluocinonide (topical),Minor
DDInter938,Insulin human (zinc extended),DDInter753,Fluocinonide (topical),Minor
DDInter753,Fluocinonide (topical),DDInter1828,Tolbutamide,Minor
DDInter1881,Troglitazone,DDInter753,Fluocinonide (topical),Minor
DDInter758,Fluoxetine,DDInter833,Glycerol phenylbutyrate,Moderate
DDInter758,Fluoxetine,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter940,Insulin lispro,DDInter758,Fluoxetine,Moderate
DDInter941,Insulin lispro (protamine),DDInter758,Fluoxetine,Moderate
DDInter939,Insulin human (zinc),DDInter758,Fluoxetine,Moderate
DDInter938,Insulin human (zinc extended),DDInter758,Fluoxetine,Moderate
DDInter1245,Morphine (liposomal),DDInter758,Fluoxetine,Moderate
DDInter16,Acetohexamide,DDInter759,Fluoxymesterone,Moderate
DDInter826,Glipizide,DDInter759,Fluoxymesterone,Moderate
DDInter831,Glyburide,DDInter759,Fluoxymesterone,Moderate
DDInter934,Insulin human,DDInter759,Fluoxymesterone,Moderate
DDInter759,Fluoxymesterone,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter940,Insulin lispro,DDInter759,Fluoxymesterone,Moderate
DDInter941,Insulin lispro (protamine),DDInter759,Fluoxymesterone,Moderate
DDInter939,Insulin human (zinc),DDInter759,Fluoxymesterone,Moderate
DDInter938,Insulin human (zinc extended),DDInter759,Fluoxymesterone,Moderate
DDInter1828,Tolbutamide,DDInter759,Fluoxymesterone,Moderate
DDInter16,Acetohexamide,DDInter760,Fluphenazine,Moderate
DDInter760,Fluphenazine,DDInter58,Aluminum hydroxide,Minor
DDInter760,Fluphenazine,DDInter307,Castor oil,Moderate
DDInter760,Fluphenazine,DDInter24,Activated charcoal,Moderate
DDInter385,Cisapride,DDInter760,Fluphenazine,Major
DDInter760,Fluphenazine,DDInter397,Clidinium,Moderate
DDInter760,Fluphenazine,DDInter518,Dexfenfluramine,Moderate
DDInter760,Fluphenazine,DDInter826,Glipizide,Moderate
DDInter760,Fluphenazine,DDInter831,Glyburide,Moderate
DDInter760,Fluphenazine,DDInter832,Glycerin,Moderate
DDInter760,Fluphenazine,DDInter833,Glycerol phenylbutyrate,Moderate
DDInter760,Fluphenazine,DDInter835,Glycopyrronium (topical),Moderate
DDInter760,Fluphenazine,DDInter840,Granisetron,Moderate
DDInter934,Insulin human,DDInter760,Fluphenazine,Moderate
DDInter760,Fluphenazine,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter940,Insulin lispro,DDInter760,Fluphenazine,Moderate
DDInter941,Insulin lispro (protamine),DDInter760,Fluphenazine,Moderate
DDInter939,Insulin human (zinc),DDInter760,Fluphenazine,Moderate
DDInter938,Insulin human (zinc extended),DDInter760,Fluphenazine,Moderate
DDInter760,Fluphenazine,DDInter1112,Magaldrate,Minor
DDInter760,Fluphenazine,DDInter1113,Magnesium carbonate,Minor
DDInter760,Fluphenazine,DDInter1115,Magnesium citrate,Moderate
DDInter760,Fluphenazine,DDInter1118,Magnesium hydroxide,Moderate
DDInter760,Fluphenazine,DDInter1119,Magnesium oxide,Minor
DDInter1126,Mazindol,DDInter760,Fluphenazine,Moderate
DDInter760,Fluphenazine,DDInter1223,Mineral oil,Moderate
DDInter1245,Morphine (liposomal),DDInter760,Fluphenazine,Major
DDInter760,Fluphenazine,DDInter1344,Opium,Moderate
DDInter760,Fluphenazine,DDInter1389,Papaverine,Moderate
DDInter760,Fluphenazine,DDInter1443,Phenolphthalein,Moderate
DDInter760,Fluphenazine,DDInter1665,Sibutramine,Moderate
DDInter760,Fluphenazine,DDInter1828,Tolbutamide,Moderate
DDInter1881,Troglitazone,DDInter760,Fluphenazine,Moderate
DDInter16,Acetohexamide,DDInter761,Flurandrenolide (topical),Minor
DDInter761,Flurandrenolide (topical),DDInter826,Glipizide,Minor
DDInter761,Flurandrenolide (topical),DDInter831,Glyburide,Minor
DDInter934,Insulin human,DDInter761,Flurandrenolide (topical),Minor
DDInter761,Flurandrenolide (topical),DDInter928,Insulin aspart (aspart protamine),Minor
DDInter940,Insulin lispro,DDInter761,Flurandrenolide (topical),Minor
DDInter941,Insulin lispro (protamine),DDInter761,Flurandrenolide (topical),Minor
DDInter939,Insulin human (zinc),DDInter761,Flurandrenolide (topical),Minor
DDInter938,Insulin human (zinc extended),DDInter761,Flurandrenolide (topical),Minor
DDInter761,Flurandrenolide (topical),DDInter1828,Tolbutamide,Minor
DDInter1881,Troglitazone,DDInter761,Flurandrenolide (topical),Minor
DDInter16,Acetohexamide,DDInter763,Flurbiprofen,Moderate
DDInter763,Flurbiprofen,DDInter518,Dexfenfluramine,Moderate
DDInter763,Flurbiprofen,DDInter826,Glipizide,Moderate
DDInter763,Flurbiprofen,DDInter831,Glyburide,Moderate
DDInter763,Flurbiprofen,DDInter1499,Potassium gluconate,Moderate
DDInter763,Flurbiprofen,DDInter1569,Ranitidine (bismuth citrate),Minor
DDInter763,Flurbiprofen,DDInter1665,Sibutramine,Moderate
DDInter763,Flurbiprofen,DDInter1713,Streptomycin,Moderate
DDInter763,Flurbiprofen,DDInter1828,Tolbutamide,Moderate
DDInter765,Flutamide,DDInter307,Castor oil,Moderate
DDInter765,Flutamide,DDInter385,Cisapride,Major
DDInter765,Flutamide,DDInter832,Glycerin,Moderate
DDInter765,Flutamide,DDInter840,Granisetron,Moderate
DDInter765,Flutamide,DDInter1115,Magnesium citrate,Moderate
DDInter765,Flutamide,DDInter1118,Magnesium hydroxide,Moderate
DDInter765,Flutamide,DDInter1223,Mineral oil,Moderate
DDInter765,Flutamide,DDInter1389,Papaverine,Major
DDInter765,Flutamide,DDInter1443,Phenolphthalein,Moderate
DDInter831,Glyburide,DDInter769,Fluvastatin,Moderate
DDInter769,Fluvastatin,DDInter1401,Pectin,Moderate
DDInter770,Fluvoxamine,DDInter16,Acetohexamide,Moderate
DDInter770,Fluvoxamine,DDInter385,Cisapride,Major
DDInter770,Fluvoxamine,DDInter518,Dexfenfluramine,Major
DDInter770,Fluvoxamine,DDInter826,Glipizide,Moderate
DDInter770,Fluvoxamine,DDInter831,Glyburide,Moderate
DDInter770,Fluvoxamine,DDInter833,Glycerol phenylbutyrate,Moderate
DDInter770,Fluvoxamine,DDInter840,Granisetron,Major
DDInter934,Insulin human,DDInter770,Fluvoxamine,Moderate
DDInter770,Fluvoxamine,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter940,Insulin lispro,DDInter770,Fluvoxamine,Moderate
DDInter941,Insulin lispro (protamine),DDInter770,Fluvoxamine,Moderate
DDInter939,Insulin human (zinc),DDInter770,Fluvoxamine,Moderate
DDInter938,Insulin human (zinc extended),DDInter770,Fluvoxamine,Moderate
DDInter770,Fluvoxamine,DDInter1126,Mazindol,Major
DDInter770,Fluvoxamine,DDInter1245,Morphine (liposomal),Moderate
DDInter770,Fluvoxamine,DDInter1344,Opium,Moderate
DDInter770,Fluvoxamine,DDInter1665,Sibutramine,Major
DDInter770,Fluvoxamine,DDInter1828,Tolbutamide,Moderate
DDInter775,Fondaparinux,DDInter518,Dexfenfluramine,Moderate
DDInter775,Fondaparinux,DDInter1665,Sibutramine,Moderate
DDInter16,Acetohexamide,DDInter777,Fosamprenavir,Moderate
DDInter385,Cisapride,DDInter777,Fosamprenavir,Major
DDInter514,Dexamethasone (nasal),DDInter777,Fosamprenavir,Moderate
DDInter826,Glipizide,DDInter777,Fosamprenavir,Moderate
DDInter831,Glyburide,DDInter777,Fosamprenavir,Moderate
DDInter840,Granisetron,DDInter777,Fosamprenavir,Moderate
DDInter934,Insulin human,DDInter777,Fosamprenavir,Moderate
DDInter928,Insulin aspart (aspart protamine),DDInter777,Fosamprenavir,Moderate
DDInter940,Insulin lispro,DDInter777,Fosamprenavir,Moderate
DDInter941,Insulin lispro (protamine),DDInter777,Fosamprenavir,Moderate
DDInter939,Insulin human (zinc),DDInter777,Fosamprenavir,Moderate
DDInter938,Insulin human (zinc extended),DDInter777,Fosamprenavir,Moderate
DDInter1569,Ranitidine (bismuth citrate),DDInter777,Fosamprenavir,Moderate
DDInter1828,Tolbutamide,DDInter777,Fosamprenavir,Moderate
DDInter1881,Troglitazone,DDInter777,Fosamprenavir,Moderate
DDInter385,Cisapride,DDInter778,Fosaprepitant,Major
DDInter416,Clotrimazole,DDInter778,Fosaprepitant,Moderate
DDInter826,Glipizide,DDInter778,Fosaprepitant,Moderate
DDInter831,Glyburide,DDInter778,Fosaprepitant,Moderate
DDInter1665,Sibutramine,DDInter778,Fosaprepitant,Minor
DDInter1828,Tolbutamide,DDInter778,Fosaprepitant,Moderate
DDInter1881,Troglitazone,DDInter778,Fosaprepitant,Moderate
DDInter779,Foscarnet,DDInter86,Amphotericin B (cholesteryl sulfate),Major
DDInter779,Foscarnet,DDInter88,Amphotericin B (liposomal),Major
DDInter779,Foscarnet,DDInter307,Castor oil,Moderate
DDInter779,Foscarnet,DDInter385,Cisapride,Major
DDInter779,Foscarnet,DDInter832,Glycerin,Moderate
DDInter779,Foscarnet,DDInter840,Granisetron,Moderate
DDInter779,Foscarnet,DDInter1115,Magnesium citrate,Moderate
DDInter779,Foscarnet,DDInter1118,Magnesium hydroxide,Moderate
DDInter779,Foscarnet,DDInter1223,Mineral oil,Moderate
DDInter779,Foscarnet,DDInter1389,Papaverine,Major
DDInter779,Foscarnet,DDInter1443,Phenolphthalein,Moderate
DDInter779,Foscarnet,DDInter1713,Streptomycin,Major
DDInter16,Acetohexamide,DDInter781,Fosinopril,Moderate
DDInter781,Fosinopril,DDInter58,Aluminum hydroxide,Minor
DDInter781,Fosinopril,DDInter271,Calcium carbonate,Minor
DDInter781,Fosinopril,DDInter826,Glipizide,Moderate
DDInter781,Fosinopril,DDInter831,Glyburide,Moderate
DDInter781,Fosinopril,DDInter832,Glycerin,Moderate
DDInter934,Insulin human,DDInter781,Fosinopril,Moderate
DDInter781,Fosinopril,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter940,Insulin lispro,DDInter781,Fosinopril,Moderate
DDInter941,Insulin lispro (protamine),DDInter781,Fosinopril,Moderate
DDInter939,Insulin human (zinc),DDInter781,Fosinopril,Moderate
DDInter938,Insulin human (zinc extended),DDInter781,Fosinopril,Moderate
DDInter781,Fosinopril,DDInter1112,Magaldrate,Minor
DDInter781,Fosinopril,DDInter1113,Magnesium carbonate,Minor
DDInter781,Fosinopril,DDInter1118,Magnesium hydroxide,Minor
DDInter781,Fosinopril,DDInter1119,Magnesium oxide,Minor
DDInter781,Fosinopril,DDInter1344,Opium,Moderate
DDInter781,Fosinopril,DDInter1499,Potassium gluconate,Major
DDInter781,Fosinopril,DDInter1828,Tolbutamide,Moderate
DDInter16,Acetohexamide,DDInter783,Fosphenytoin,Moderate
DDInter783,Fosphenytoin,DDInter24,Activated charcoal,Moderate
DDInter558,Dihydrotachysterol,DDInter783,Fosphenytoin,Moderate
DDInter826,Glipizide,DDInter783,Fosphenytoin,Moderate
DDInter831,Glyburide,DDInter783,Fosphenytoin,Moderate
DDInter934,Insulin human,DDInter783,Fosphenytoin,Moderate
DDInter928,Insulin aspart (aspart protamine),DDInter783,Fosphenytoin,Moderate
DDInter940,Insulin lispro,DDInter783,Fosphenytoin,Moderate
DDInter941,Insulin lispro (protamine),DDInter783,Fosphenytoin,Moderate
DDInter939,Insulin human (zinc),DDInter783,Fosphenytoin,Moderate
DDInter938,Insulin human (zinc extended),DDInter783,Fosphenytoin,Moderate
DDInter1245,Morphine (liposomal),DDInter783,Fosphenytoin,Moderate
DDInter783,Fosphenytoin,DDInter1344,Opium,Moderate
